blueADCChamp,blueJungleChamp,blueMiddleChamp,blueSupportChamp,blueTopChamp,redADCChamp,redJungleChamp,redMiddleChamp,redSupportChamp,redTopChamp,blueBan1,redBan1,blueBan2,redBan2,blueBan3,redBan3,blueBan4,redBan4,blueBan5,redBan5,rResult
Sivir,Xin Zhao,Aurora,Karma,Gnar,Varus,Wukong,Viktor,Renata Glasc,Renekton,Ryze,Bard,Rumble,Nocturne,Jayce,Neeko,Rell,Lulu,Rakan,Kennen,0
Ashe,Dr. Mundo,Yone,Seraphine,Renekton,Jhin,Zac,Syndra,Karma,Zaahen,Malphite,Jarvan IV,Nocturne,Jayce,Ryze,Gnar,Trundle,Galio,Lee Sin,LeBlanc,0
Varus,Jarvan IV,Galio,Leona,K'Sante,Mel,Volibear,Corki,Nami,Poppy,Gwen,Jayce,Orianna,Lee Sin,Thresh,Akali,Ambessa,Karma,Rumble,Neeko,1
Varus,Xin Zhao,Azir,Alistar,Sion,Sivir,Pantheon,Akali,Seraphine,Ambessa,Nocturne,Orianna,Malphite,Jayce,Rumble,Wukong,Neeko,Poppy,Gwen,Renekton,1
Corki,Pantheon,Azir,Neeko,K'Sante,Kai'Sa,Vi,Yone,Alistar,Rumble,Jayce,Malphite,Yunara,Varus,Orianna,Jarvan IV,Bard,Xin Zhao,Karma,Nocturne,1
Varus,Wukong,Aurora,Renata Glasc,Rek'Sai,Sivir,Nocturne,Galio,Karma,Ambessa,Malphite,Jayce,Yunara,Orianna,Jarvan IV,Ryze,Bard,Renekton,Rakan,Poppy,1
Sivir,Xin Zhao,Orianna,Thresh,Sion,Yunara,Zed,Azir,Rell,Darius,Diana,Ambessa,Varus,Aphelios,Jayce,Fiora,Lulu,Rakan,Nautilus,Braum,1
Kai'Sa,Ambessa,Syndra,Alistar,K'Sante,Xayah,Sejuani,Viktor,Braum,Renekton,Aphelios,Diana,Aatrox,Varus,Taliyah,Lillia,Rakan,Leona,Poppy,Neeko,1
Xayah,Jayce,Akali,Rakan,Ambessa,Kai'Sa,Dr. Mundo,Galio,Neeko,Aatrox,Ryze,Naafiri,Malphite,Varus,Taliyah,Rumble,Renekton,Jhin,Jarvan IV,Ezreal,0
Jhin,Jayce,Azir,Braum,Gnar,Corki,Taliyah,Tristana,Rell,Malphite,Jarvan IV,Ambessa,Sejuani,Varus,Pantheon,Ryze,Sion,Alistar,Vi,Neeko,1
Corki,Gwen,Orianna,Rakan,K'Sante,Kai'Sa,Jarvan IV,Ahri,Rell,Rumble,Ambessa,Zac,Varus,Ryze,Wukong,Poppy,Sivir,Alistar,Aphelios,Xayah,0
Kai'Sa,Dr. Mundo,Akali,Rell,Poppy,Xayah,Wukong,Orianna,Rakan,Gwen,Rumble,Bel'Veth,Malphite,Aphelios,Viktor,Yunara,Jarvan IV,Nautilus,Nocturne,Alistar,1
Yunara,Xin Zhao,Ryze,Rakan,Volibear,Aphelios,Nocturne,Orianna,Leona,K'Sante,Varus,Jarvan IV,Rumble,Akali,Jayce,Neeko,Thresh,Alistar,Lulu,Bard,0
Kai'Sa,Dr. Mundo,Syndra,Nautilus,Rumble,Corki,Qiyana,Viktor,Braum,Kennen,Varus,Jarvan IV,Jayce,Aurora,Ambessa,Neeko,Lee Sin,Akali,Malphite,Vi,0
Corki,Pantheon,Ryze,Alistar,Rumble,Yunara,Xin Zhao,Orianna,Nautilus,Ambessa,Jayce,Malphite,Varus,Jarvan IV,Vi,Azir,Bard,Neeko,Lulu,Akali,1
Sivir,Pantheon,Ryze,Bard,Aatrox,Varus,Xin Zhao,Anivia,Karma,K'Sante,Azir,Ambessa,Rumble,Jayce,Orianna,Jarvan IV,Neeko,Gnar,Alistar,Gwen,1
Xayah,Jarvan IV,Azir,Rakan,Gwen,Ezreal,Vi,Taliyah,Elise,Aurora,Malphite,Jayce,Kennen,Varus,Gnar,Renekton,Neeko,Bard,Poppy,Sivir,1
Kai'Sa,Jarvan IV,Galio,Rell,Rumble,Lucian,Wukong,Orianna,Braum,Sion,Jayce,Azir,Ambessa,Neeko,Malphite,Akali,Aphelios,Yunara,Rakan,Miss Fortune,1
Aphelios,Wukong,Cassiopeia,Lulu,Aatrox,Lucian,Zaahen,Galio,Sona,K'Sante,Jayce,Malphite,Varus,Kennen,Renekton,Gnar,Nocturne,Yorick,Nami,Rek'Sai,1
Caitlyn,Dr. Mundo,Aurora,Nami,Jax,Yunara,Trundle,Akali,Lulu,Renekton,Azir,Jayce,Neeko,Ambessa,Taliyah,Gnar,Vi,Seraphine,Syndra,Corki,0
Ezreal,Ambessa,Akali,Neeko,Gwen,Corki,Vi,Azir,Nami,Renekton,Jayce,Malphite,Rumble,Pantheon,Varus,Orianna,Poppy,Kennen,Lulu,Kai'Sa,0
Yunara,Lee Sin,Ryze,Rell,Rek'Sai,Caitlyn,Jayce,Taliyah,Bard,Sion,Rumble,Malphite,Varus,Orianna,Cassiopeia,Aphelios,Braum,Zaahen,Nautilus,Lulu,0
Jhin,Pantheon,Ryze,Alistar,Renekton,Caitlyn,Naafiri,Syndra,Nautilus,Rumble,Zed,Neeko,Malphite,Jayce,Ambessa,Varus,Sion,Leona,Ornn,Braum,0
Corki,Nocturne,Akali,Rell,Zaahen,Sivir,Amumu,Azir,Braum,Sion,Zed,Varus,Malphite,Jayce,Orianna,Ambessa,Wukong,Gwen,Xin Zhao,Neeko,0
Corki,Jayce,Syndra,Braum,Ornn,Ezreal,Bel'Veth,Taliyah,Leona,Malphite,Zac,Renekton,Gwen,Yunara,Sivir,Varus,Skarner,Sylas,Xin Zhao,Olaf,0
Kalista,Aatrox,Aurora,Renata Glasc,Gwen,Lucian,Wukong,Ahri,Blitzcrank,Ambessa,Malphite,Orianna,Jayce,Neeko,Nocturne,Kai'Sa,Ezreal,Bard,Leona,Ashe,1
Yunara,Jarvan IV,Ahri,Lulu,Ornn,Corki,Xin Zhao,Taliyah,Neeko,Rumble,Jayce,Ambessa,Varus,Ryze,Orianna,Azir,Nautilus,K'Sante,Nami,Gwen,0
Lucian,Pantheon,Cassiopeia,Braum,Kennen,Ezreal,Ambessa,Aurora,Nautilus,Sion,Orianna,Azir,Jayce,Vi,Varus,Ryze,Ziggs,Gwen,Sivir,Renekton,0
Aphelios,Malphite,Ahri,Thresh,Zaahen,Ziggs,Dr. Mundo,Jayce,Leona,Renekton,Nocturne,Jarvan IV,Neeko,Ryze,Varus,Orianna,Sylas,Ambessa,Azir,LeBlanc,0
Corki,Jayce,Anivia,Nautilus,Rek'Sai,Yunara,Jarvan IV,Ryze,Leona,Ambessa,Rumble,Malphite,Varus,Vi,Orianna,Azir,Bard,Nami,Neeko,Renekton,1
Ezreal,Lee Sin,Orianna,Rell,Gwen,Kai'Sa,Xin Zhao,Azir,Alistar,Sion,Varus,Malphite,Pantheon,Neeko,Poppy,Nocturne,Sivir,Karma,Kalista,Braum,0
Aphelios,Wukong,Orianna,Thresh,Gnar,Yunara,Xin Zhao,Ryze,Bard,Malphite,Akali,Rumble,Jayce,Varus,Jarvan IV,Pantheon,Ambessa,Nami,Rakan,Neeko,1
Corki,Ambessa,Aurora,Neeko,Sejuani,Kai'Sa,Aatrox,Azir,Janna,K'Sante,Rumble,Akali,Pantheon,Jayce,Varus,Jarvan IV,Nautilus,Volibear,Alistar,Lee Sin,0
Lucian,Malphite,Orianna,Braum,Ambessa,Yunara,Pantheon,Azir,Nautilus,Gwen,Varus,Neeko,Bard,Jarvan IV,Xin Zhao,Rumble,Renekton,Leona,Dr. Mundo,Alistar,1
Sivir,Wukong,Ryze,Karma,Ornn,Varus,Lee Sin,Galio,Neeko,Gnar,Viego,Jayce,Vi,Jarvan IV,Pantheon,Ziggs,Xin Zhao,Rell,Ambessa,Sion,1
Sivir,Xin Zhao,Orianna,Nautilus,Renekton,Varus,Naafiri,Akali,Rell,Jax,Zed,Ryze,Jayce,Zac,Malphite,Mel,Rumble,Sion,Gwen,K'Sante,1
Corki,Pantheon,Orianna,Rakan,Dr. Mundo,Varus,Jarvan IV,Ryze,Seraphine,K'Sante,Rumble,Azir,Malphite,Zaahen,Sejuani,Jayce,Karma,Rell,Neeko,Nautilus,1
Sivir,Gwen,Syndra,Rell,Aatrox,Kai'Sa,Malphite,Galio,Alistar,Zaahen,Aphelios,Azir,Bel'Veth,Ryze,Jarvan IV,Orianna,Gnar,Neeko,Jayce,Karma,1
Yunara,Skarner,Syndra,Alistar,Sion,Aphelios,Sejuani,Viktor,Lulu,Aatrox,Rumble,Azir,Malphite,Zaahen,Ornn,Jayce,Cho'Gath,Nautilus,Fiora,Rell,1
Kai'Sa,Wukong,Taliyah,Neeko,Rek'Sai,Miss Fortune,Qiyana,Ryze,Rell,Renekton,Jayce,Malphite,Aphelios,Ambessa,Sion,Yunara,Bard,Jarvan IV,Nautilus,Vi,0
Ziggs,Qiyana,Orianna,Alistar,K'Sante,Varus,Jarvan IV,Azir,Leona,Rumble,Neeko,Poppy,Sylas,Malphite,Akali,Nocturne,Bard,Sivir,Nautilus,Wukong,1
Kai'Sa,Malphite,Ryze,Nidalee,Aatrox,Yunara,Dr. Mundo,Taliyah,Bard,Zaahen,Neeko,Poppy,Sylas,Anivia,Renekton,Ambessa,Lulu,Gnar,Braum,Nautilus,0
Ezreal,Qiyana,Azir,Leona,Ambessa,Xayah,Jarvan IV,Taliyah,Rakan,Renekton,Orianna,Aurora,Yunara,Kayle,Sion,Jayce,Braum,Aphelios,Karma,Nautilus,0
Ezreal,Jayce,Orianna,Bard,Sion,Caitlyn,Taliyah,Azir,Leona,Yorick,Bel'Veth,Ryze,Nunu & Willump,Diana,Varus,Syndra,Malphite,Ambessa,Jarvan IV,K'Sante,0
Sivir,Jarvan IV,Orianna,Braum,Ornn,Varus,Naafiri,Syndra,Thresh,Camille,Gwen,Ekko,Viego,Malphite,Xayah,Jayce,Wukong,Karma,Zaahen,Neeko,1
Kai'Sa,Jayce,Sylas,Alistar,Volibear,Xayah,Nocturne,Aurora,Poppy,Ambessa,Varus,Orianna,Malphite,Akali,Taliyah,Neeko,Zaahen,Miss Fortune,Vi,K'Sante,0
Corki,Xin Zhao,Viktor,Neeko,K'Sante,Aphelios,Pantheon,Syndra,Lulu,Gwen,Orianna,Akali,Varus,Ahri,Malphite,Dr. Mundo,Taliyah,Zaahen,Sion,LeBlanc,1
Varus,Jarvan IV,Taliyah,Bard,K'Sante,Kai'Sa,Xin Zhao,Yone,Neeko,Rumble,Malphite,Jayce,Jax,Orianna,Gwen,Ryze,Sejuani,Alistar,Vi,Nautilus,0
Aphelios,Pantheon,Ahri,Thresh,Zaahen,Miss Fortune,Dr. Mundo,LeBlanc,Blitzcrank,Ambessa,Malphite,Jayce,Jax,Orianna,Gwen,Ryze,Nautilus,Renekton,Azir,Sion,1
Yunara,Wukong,Ryze,Nautilus,Aatrox,Corki,Lee Sin,Orianna,Poppy,Sion,Jayce,Jax,Azir,Gwen,Malphite,Sylas,Nocturne,Akali,Vi,Aurora,1
Sivir,Jarvan IV,Akali,Poppy,Rumble,Corki,Lee Sin,Orianna,Alistar,K'Sante,Nocturne,Neeko,Malphite,Sylas,Azir,Azir,Wukong,Varus,Nami,Yunara,0
Yunara,Ambessa,Orianna,Rakan,Sion,Kai'Sa,Rek'Sai,Ryze,Alistar,Renekton,Diana,Jayce,Braum,Aphelios,Poppy,Taliyah,Corki,Rell,Janna,Nautilus,1
Kai'Sa,Ambessa,Syndra,Rakan,Zaahen,Yunara,Wukong,Orianna,Lulu,Gwen,Cho'Gath,Ivern,Diana,Ryze,Sylas,Gangplank,Rell,Poppy,Ornn,Neeko,0
Corki,Xin Zhao,Viktor,Braum,Sion,Yunara,Dr. Mundo,Sylas,Lulu,Ambessa,Azir,Aphelios,Syndra,Ryze,Orianna,Bel'Veth,Neeko,Nami,Malphite,Leona,0
Varus,Xin Zhao,Orianna,Alistar,K'Sante,Lucian,Pantheon,Azir,Nami,Rumble,Neeko,Ryze,Jayce,Malphite,Ezreal,Jarvan IV,Sivir,Wukong,Corki,Nautilus,1
Miss Fortune,Wukong,Ahri,Nautilus,Gnar,Corki,Zyra,Sion,Taric,Vayne,Poppy,Ambessa,Viktor,Aurora,Nocturne,Neeko,Rell,Akali,Braum,Sylas,1
Corki,Pantheon,Ryze,Karma,Ornn,Varus,Wukong,Orianna,Neeko,Fiora,Malphite,Jayce,Gwen,Aurora,Ambessa,Rumble,Nocturne,Sion,Zaahen,K'Sante,0
Ezreal,Wukong,Ryze,Rakan,Renekton,Yunara,Jarvan IV,Azir,Bard,Rumble,Malphite,Orianna,Varus,Akali,Jayce,Neeko,Poppy,Kai'Sa,Lulu,Corki,1
Yunara,Wukong,Taliyah,Yuumi,Renekton,Varus,Jayce,Ryze,Rakan,Ambessa,Zyra,Neeko,Malphite,Sylas,Vi,Azir,Aphelios,Lulu,Nautilus,Pantheon,1
Aphelios,Pantheon,Syndra,Thresh,Gwen,Ezreal,Nautilus,Viktor,Karma,Aatrox,Zyra,Azir,Malphite,Kai'Sa,Sion,Lucian,Hwei,Galio,Jax,Gnar,0
Corki,Jayce,Azir,Alistar,Renekton,Sivir,Jarvan IV,Ryze,Neeko,Kennen,Malphite,Ambessa,Rumble,Nocturne,Orianna,Qiyana,Kai'Sa,Nautilus,Varus,Leona,1
Varus,Lee Sin,LeBlanc,Nautilus,Rumble,Jhin,Wukong,Galio,Leona,Aurora,Malphite,Ambessa,Akali,Orianna,Bard,Nocturne,Poppy,Xin Zhao,Rakan,Qiyana,1
Ezreal,Jarvan IV,Syndra,Nautilus,Fiora,Yunara,Qiyana,Azir,Rell,K'Sante,Kha'Zix,Orianna,Vi,Rumble,Poppy,Ambessa,Neeko,Gnar,Varus,Gwen,1
Yunara,Wukong,Ahri,Lulu,Aatrox,Aphelios,Xin Zhao,Orianna,Rakan,Zaahen,Sion,Riven,Varus,Vi,Neeko,Gwen,Thresh,Akali,Nautilus,Galio,1
Varus,Xin Zhao,Syndra,Seraphine,Ryze,Kai'Sa,Jarvan IV,Orianna,Alistar,Rumble,Ambessa,Gwen,Jayce,Lee Sin,Skarner,Sivir,Nautilus,Neeko,Nocturne,Karma,1
Varus,Vi,Ahri,Karma,Zaahen,Jhin,Lee Sin,Ryze,Neeko,Ornn,Viego,LeBlanc,Graves,Orianna,Qiyana,Jayce,Malphite,Anivia,Sion,Gwen,1
Kai'Sa,Vi,Azir,Lulu,Poppy,Yunara,Zyra,Yone,Braum,Aatrox,Akali,Varus,Orianna,Neeko,Ambessa,LeBlanc,Sylas,Rakan,Ahri,Bard,1
Kai'Sa,Vi,Orianna,Alistar,Sion,Sivir,Xin Zhao,Kassadin,Rell,Rumble,Skarner,Ryze,Neeko,Aurora,Varus,Aphelios,Braum,Rakan,Ezreal,Yunara,0
Varus,Wukong,Taliyah,Karma,K'Sante,Sivir,Vi,Ryze,Neeko,Gwen,Ambessa,Lee Sin,Nidalee,Caitlyn,Jayce,Swain,Rumble,Galio,Ahri,Orianna,1
Senna,Jarvan IV,Syndra,Neeko,Irelia,Varus,Qiyana,Azir,Bard,Rumble,Taliyah,Lucian,Kha'Zix,Ezreal,Elise,Orianna,Alistar,Kai'Sa,Rakan,Zeri,0
Senna,Jarvan IV,Mel,Nautilus,Gwen,Kalista,Viego,Galio,Rakan,K'Sante,Hecarim,Lux,Ambessa,Irelia,Naafiri,Jax,Kai'Sa,Varus,Yunara,Neeko,1
Kai'Sa,Lee Sin,Ryze,Neeko,Irelia,Caitlyn,Wukong,Kassadin,Alistar,Rumble,Skarner,Yunara,Varus,Aatrox,Ashe,Ambessa,Syndra,Jayce,Orianna,Azir,0
Corki,Xin Zhao,Ryze,Nami,Renekton,Ezreal,Qiyana,Ahri,Neeko,Quinn,Azir,Yunara,Orianna,LeBlanc,Caitlyn,Rumble,Varus,Sivir,Ornn,Lucian,1
Kai'Sa,Skarner,Yone,Nautilus,Rumble,Yunara,Jarvan IV,Sion,Lulu,Kennen,Nidalee,Gwen,Qiyana,Varus,Caitlyn,Neeko,Orianna,Azir,Ryze,Taliyah,1
Ezreal,Nidalee,Azir,Alistar,Rumble,Jhin,Zyra,Yone,Leona,Irelia,Orianna,Varus,LeBlanc,Neeko,Wukong,Caitlyn,Yunara,Bard,Sivir,Elise,0
Varus,Skarner,Syndra,Seraphine,K'Sante,Ashe,Vi,Taliyah,Rakan,Gnar,Qiyana,Orianna,LeBlanc,Ambessa,Zaahen,Malphite,Ahri,Yorick,Gangplank,Ryze,1
Varus,Zyra,Ahri,Nautilus,K'Sante,Caitlyn,Taliyah,Galio,Elise,Ambessa,Qiyana,Skarner,Rumble,Corki,Zaahen,Orianna,Gwen,Yone,Gnar,Ryze,1
Kai'Sa,Vi,Taliyah,Neeko,Ambessa,Yunara,Jarvan IV,Ryze,Nami,Rumble,Jayce,Malphite,Varus,Qiyana,Orianna,Akali,Bard,Ezreal,Corki,Nautilus,0
Varus,Zaahen,Ahri,Karma,Camille,Sivir,Jarvan IV,Aurora,Leona,K'Sante,Orianna,Qiyana,Nocturne,LeBlanc,Yunara,Neeko,Rumble,Illaoi,Azir,Kayle,1
Ezreal,Maokai,Syndra,Karma,Ambessa,Yunara,Xin Zhao,Orianna,Nautilus,Renekton,Ryze,Varus,Akali,Caitlyn,Corki,Neeko,Leona,Gnar,Ashe,Aphelios,1
Varus,Zaahen,Ryze,Zyra,Sion,Yunara,Gwen,Syndra,Lulu,Renekton,Qiyana,Poppy,Ambessa,Neeko,Orianna,Gnar,Viego,Karma,Ahri,Bard,1
Corki,Wukong,Syndra,Leona,K'Sante,Varus,Nocturne,Aurora,Alistar,Sion,Ryze,Qiyana,Jayce,Bard,Akali,Orianna,Neeko,Samira,Kai'Sa,Sivir,1
Caitlyn,Ambessa,Orianna,Leona,K'Sante,Yunara,Gwen,Galio,Lulu,Renekton,Rumble,Poppy,Qiyana,Neeko,Zaahen,Varus,Lee Sin,Karma,Viktor,Bard,1
Yunara,Wukong,Aurora,Neeko,K'Sante,Aphelios,Nidalee,Galio,Lulu,Ambessa,Rumble,Azir,Gwen,Ryze,Varus,Orianna,Vi,Nocturne,Jarvan IV,Xin Zhao,0
Varus,Naafiri,Orianna,Nautilus,Sion,Ezreal,Xin Zhao,Akali,Rakan,Zaahen,LeBlanc,Zyra,Illaoi,Malphite,Yorick,Ambessa,Karma,Neeko,Gwen,Rumble,1
Xayah,Lee Sin,Syndra,Rell,Aatrox,Aphelios,Nocturne,Orianna,Alistar,Sion,Ambessa,Qiyana,Varus,Rumble,Neeko,Bard,Lulu,Gwen,Braum,Rakan,1
Varus,Jarvan IV,Galio,Rakan,Aatrox,Jhin,Graves,Swain,Bard,Gnar,Ryze,Orianna,Akali,Ambessa,Azir,Jayce,Malphite,Neeko,Renekton,Gwen,1
Varus,Gwen,Syndra,Nautilus,K'Sante,Jhin,Xin Zhao,Orianna,Leona,Ambessa,Zyra,Zaahen,Ryze,Maokai,Rumble,Neeko,Bard,Jarvan IV,Karma,Vi,1
Yunara,Qiyana,Ahri,Rell,Rumble,Aphelios,Lee Sin,Galio,Lulu,K'Sante,Orianna,Azir,Ambessa,Poppy,Neeko,Ryze,Vi,Nautilus,Nocturne,LeBlanc,0
Varus,Xin Zhao,Taliyah,Renata Glasc,Zaahen,Sivir,Jarvan IV,Aurora,Blitzcrank,Sion,LeBlanc,Neeko,Akali,Orianna,Vi,Ryze,Lulu,Alistar,Jax,Gwen,0
Varus,Wukong,Ryze,Karma,Gnar,Jhin,Viego,Syndra,Bard,Sion,Qiyana,Lee Sin,Graves,Gwen,Neeko,Orianna,Vi,Ambessa,Viktor,Rek'Sai,1
Corki,Dr. Mundo,Orianna,Nami,Sion,Yunara,Pantheon,Syndra,Lulu,Rumble,Malphite,Jayce,Ambessa,Nocturne,Akali,Varus,Azir,Aphelios,Ryze,Neeko,1
Caitlyn,Vi,Cassiopeia,Karma,K'Sante,Ashe,Jarvan IV,Ryze,Seraphine,Gwen,Jayce,Renekton,Varus,Kennen,Ambessa,Neeko,Xayah,Lucian,Kai'Sa,Ezreal,1
Aphelios,Xin Zhao,Azir,Thresh,Sion,Ezreal,Qiyana,Yone,Leona,Gwen,Jayce,Orianna,Varus,Malphite,Poppy,Ahri,Akali,Corki,Syndra,Sivir,1
Varus,Pantheon,Taliyah,Rell,Aatrox,Lucian,Wukong,Ryze,Nami,Ambessa,Rumble,K'Sante,Azir,Orianna,Renekton,Jarvan IV,Sivir,Gwen,Ezreal,Nautilus,1
Yunara,Trundle,Anivia,Braum,Sion,Aphelios,Wukong,Ryze,Thresh,Renekton,Ambessa,Jarvan IV,Orianna,Jayce,Varus,Lulu,Ezreal,Gnar,Lucian,Blitzcrank,0
Zeri,Xin Zhao,Cassiopeia,Lulu,K'Sante,Lucian,Dr. Mundo,Jayce,Nami,Aurora,Ambessa,Orianna,Malphite,Varus,Nautilus,Karma,Gwen,Viktor,Jarvan IV,Syndra,1
Corki,Skarner,Syndra,Leona,Ambessa,Ezreal,Vi,Orianna,Poppy,K'Sante,Qiyana,Varus,Rumble,Ryze,Zaahen,Jayce,Karma,Nami,Gwen,Nautilus,0
Caitlyn,Vi,Syndra,Bard,Rumble,Ezreal,Xin Zhao,Ekko,Karma,Ornn,Zyra,Varus,Ambessa,Lee Sin,Neeko,Wukong,Jarvan IV,Elise,Orianna,Lux,1
Yunara,Wukong,Orianna,Lulu,Ornn,Kai'Sa,Xin Zhao,Galio,Nautilus,Jax,Sion,Aatrox,Varus,Neeko,Gwen,Ryze,Rumble,Gragas,Ambessa,Nocturne,1
Varus,Gwen,Aurora,Neeko,Sion,Jhin,Viego,Hwei,Bard,Ornn,Qiyana,Orianna,Viktor,Ryze,Graves,Vi,Galio,Xin Zhao,Anivia,Wukong,0
Varus,Kindred,Galio,Alistar,Renekton,Sivir,Nocturne,Aurora,Braum,Ornn,Orianna,Qiyana,Azir,Lulu,Ryze,Neeko,Sion,Jarvan IV,K'Sante,Gwen,1
Yunara,Kha'Zix,Aurora,Lulu,Sion,Kai'Sa,Poppy,Ryze,Nautilus,Zaahen,Orianna,Neeko,Ambessa,Rumble,Varus,Aphelios,Gnar,Ahri,Gwen,Taliyah,0
Ezreal,Vi,Orianna,Rakan,Sion,Corki,Zaahen,Azir,Leona,Rumble,Zyra,Varus,Ambessa,Neeko,Gnar,Renekton,Xayah,Yunara,Sivir,Kai'Sa,0
Kai'Sa,Qiyana,Yone,Neeko,Rumble,Samira,Wukong,Syndra,Leona,Aatrox,Orianna,LeBlanc,Ambessa,Ryze,Varus,Akali,Ornn,Jax,Galio,Poppy,0
Caitlyn,Xin Zhao,Azir,Seraphine,Ambessa,Ezreal,Gwen,Ryze,Karma,Renekton,Lee Sin,Irelia,Wukong,Jarvan IV,Vi,Nocturne,Syndra,Orianna,Malphite,Anivia,0
Varus,Jarvan IV,Orianna,Alistar,Yasuo,Ziggs,Wukong,Syndra,Neeko,K'Sante,Skarner,Gwen,Ivern,Qiyana,Zyra,Rumble,Ambessa,Nocturne,Xin Zhao,Zaahen,0
Kai'Sa,Nocturne,LeBlanc,Neeko,Ambessa,Corki,Wukong,Ahri,Nami,Rumble,Varus,Bard,Orianna,Nautilus,Ryze,Sion,Viktor,Vi,Jarvan IV,Sylas,0
Caitlyn,Jarvan IV,Zoe,Karma,Gnar,Jhin,Xin Zhao,Sylas,Neeko,Renekton,Qiyana,Orianna,Varus,Bard,Ambessa,Kennen,Nocturne,Azir,Vi,Syndra,1
Sion,Wukong,Ryze,Senna,Gnar,Corki,Zaahen,Taliyah,Nautilus,Renekton,Ziggs,Ambessa,Rumble,Varus,Azir,Orianna,Nami,Aurora,Bard,Braum,1
Yunara,Nidalee,Azir,Lulu,K'Sante,Ezreal,Trundle,Orianna,Karma,Jayce,Ambessa,Ziggs,Varus,Bard,Dr. Mundo,Rumble,Nocturne,Pantheon,Gwen,Jarvan IV,1
Varus,Nocturne,Neeko,Rakan,Aurora,Jhin,Vi,Sylas,Alistar,Rumble,Cassiopeia,Ziggs,Bard,Jarvan IV,Ambessa,Pantheon,Dr. Mundo,Galio,Syndra,Xin Zhao,0
Ezreal,Jarvan IV,Ryze,Neeko,Sion,Aphelios,Pantheon,Taliyah,Thresh,Renekton,Varus,Orianna,Rumble,Azir,Aurora,Jayce,Lulu,Nami,Nautilus,Karma,0
Yunara,Jarvan IV,Taliyah,Lulu,K'Sante,Corki,Xin Zhao,Akali,Nami,Rek'Sai,Rumble,Neeko,Orianna,Vi,Varus,Ambessa,Gnar,Gwen,Aurora,Ryze,1
Ezreal,Wukong,Ryze,Alistar,Sion,Lucian,Pantheon,Anivia,Bard,Gnar,Neeko,Varus,Vi,Orianna,LeBlanc,Rumble,Poppy,Kennen,Kai'Sa,Ambessa,0
Sivir,Nocturne,Aurora,Leona,Ambessa,Varus,Viego,Ahri,Rell,Renekton,Orianna,Poppy,Rumble,Neeko,Vi,Gwen,Zaahen,Kennen,Aatrox,Galio,0
Miss Fortune,Qiyana,Ahri,Rakan,Ambessa,Ashe,Wukong,Yone,Braum,Rumble,Orianna,Varus,Vi,Poppy,Jayce,K'Sante,Aphelios,Lucian,Lulu,Sivir,0
Caitlyn,Qiyana,Galio,Leona,Kennen,Jinx,Pantheon,Twisted Fate,Thresh,Yorick,Orianna,Poppy,Zaahen,Ezreal,Yone,Malphite,Aphelios,Milio,Renata Glasc,Miss Fortune,0
Jhin,Vi,Viktor,Braum,Rumble,Corki,Pantheon,Orianna,Nautilus,Renekton,Ezreal,K'Sante,Wukong,Varus,Ambessa,Sivir,Taliyah,Rakan,Rell,Alistar,1
Xayah,Dr. Mundo,Syndra,Braum,Renekton,Kai'Sa,Trundle,Aurelion Sol,Leona,Pantheon,Galio,Ambessa,Aphelios,Orianna,Jarvan IV,Ryze,Xin Zhao,Kindred,Kennen,Hecarim,1
Ezreal,Qiyana,Taliyah,Leona,Rumble,Kai'Sa,Jarvan IV,Ryze,Rell,Galio,Azir,Varus,Jayce,Wukong,K'Sante,Pantheon,Braum,Nautilus,Alistar,Rakan,0
Ezreal,Jarvan IV,Orianna,Karma,Renekton,Kai'Sa,Vi,Azir,Neeko,Sion,Rumble,Akali,Nocturne,Aurora,K'Sante,Gwen,Yunara,Bard,Xin Zhao,Nautilus,1
Corki,Xin Zhao,Galio,Rakan,Ornn,Yunara,Lee Sin,Viktor,Alistar,Rumble,Aurora,Syndra,Trundle,K'Sante,Sylas,Nocturne,Nautilus,Bard,Lulu,Poppy,0
Corki,Vi,Taliyah,Rell,Rumble,Kai'Sa,Pantheon,Azir,Neeko,Galio,Malphite,Varus,Nocturne,Jayce,Ambessa,Orianna,Bard,Karma,Lulu,Nami,1
Varus,Qiyana,Ahri,Alistar,Rumble,Kalista,Naafiri,Orianna,Rakan,K'Sante,Aphelios,Elise,Lulu,Azir,Yunara,Neeko,Vi,Bard,Nocturne,Poppy,0
Yunara,Jarvan IV,Ziggs,Nami,Shen,Aphelios,Vi,Orianna,Nautilus,Ornn,LeBlanc,Skarner,Aurora,Rumble,Nocturne,Bard,K'Sante,Gwen,Rakan,Lulu,0
Varus,Trundle,Orianna,Neeko,Aatrox,Sivir,Vi,Syndra,Alistar,Rumble,Malzahar,Jarvan IV,Poppy,Gwen,Seraphine,Irelia,Rakan,Ambessa,Ahri,Galio,0
Smolder,Jarvan IV,Syndra,Rakan,Irelia,Ezreal,Xin Zhao,Orianna,Poppy,Jax,Wukong,Varus,Galio,Ryze,Vi,Ambessa,Neeko,Rumble,Braum,Renekton,0
Ezreal,Lee Sin,Syndra,Karma,Sion,Sivir,Skarner,Orianna,Rakan,Ambessa,Neeko,Qiyana,Ivern,Rumble,Yorick,Varus,Seraphine,Akali,K'Sante,Aurora,0
